2345,19009999-19920522,0.5,19920523-20010119,0,20010120-20209999,0.5,,,,,,,,,,,,,,
2346,19920407-20209999,0.5,,,,,,,,,,,,,,,,,,
2349,19920115-20209999,0.5,,,,,,,,,,,,,,,,,,
2350,19170417-20209999,0.5,,,,,,,,,,,,,,,,,,
2352,19600816-20209999,0.5,,,,,,,,,,,,,,,,,,
2355,19401213-19440908,0,19440909-19511124,-9,19511125-19891107,0.25,19891108-19911028,-9,19911029-20209999,0.5,,,,,,,,,,
2359,19911226-20209999,0.5,,,,,,,,,,,,,,,,,,
2360,19009999-19401212,0.5,19401213-19440823,0,19440824-19511124,-9,19511125-19891222,0.25,19891223-19920310,-9,19920311-20209999,0.5,,,,,,,,
2365,19009999-19170103,0.5,19170104-19230701,0,19230702-19410930,0.25,19411001-19470614,0.5,19470615-19891108,0,19891109-19920201,-9,19920202-20209999,0.25,,,,,,
2366,19180224-19400616,0.5,19910906-20209999,0.5,,,,,,,,,,,,,,,,
2367,19181118-19400616,0.5,19910906-20209999,0.5,,,,,,,,,,,,,,,,
2368,19180216-19400615,0.5,19910906-20209999,0.5,,,,,,,,,,,,,,,,
2369,19911226-20209999,0.5,,,,,,,,,,,,,,,,,,
2370,19911226-20209999,0.5,,,,,,,,,,,,,,,,,,
2371,19911226-20209999,0.5,,,,,,,,,,,,,,,,,,
2372,19911226-20209999,0.5,,,,,,,,,,,,,,,,,,
2373,19911226-20209999,0.5,,,,,,,,,,,,,,,,,,
2375,19171206-20209999,0.5,,,,,,,,,,,,,,,,,,
2380,19170417-20209999,0.5,,,,,,,,,,,,,,,,,,
2385,19170417-20209999,0.5,,,,,,,,,,,,,,,,,,
2390,19170417-20209999,0.5,,,,,,,,,,,,,,,,,,
2395,19440617-20209999,0.5,,,,,,,,,,,,,,,,,,
2402,19750705-20209999,0.5,,,,,,,,,,,,,,,,,,
2403,19750712-20209999,0.5,,,,,,,,,,,,,,,,,,
2404,19740910-20209999,0.5,,,,,,,,,,,,,,,,,,
2411,19681012-20209999,0.5,,,,,,,,,,,,,,,,,,
2420,19650218-20209999,0.5,,,,,,,,,,,,,,,,,,
2432,19600620-20209999,0.5,,,,,,,,,,,,,,,,,,
2433,19600820-20209999,0.5,,,,,,,,,,,,,,,,,,
2434,19600801-20209999,0.5,,,,,,,,,,,,,,,,,,
2435,19601128-20209999,0.5,,,,,,,,,,,,,,,,,,
2436,19601013-20209999,0.5,,,,,,,,,,,,,,,,,,
2437,19600807-20209999,0.5,,,,,,,,,,,,,,,,,,
2438,19581002-20209999,0.5,,,,,,,,,,,,,,,,,,
2439,19600805-20209999,0.5,,,,,,,,,,,,,,,,,,
2450,19200630-20209999,0.5,,,,,,,,,,,,,,,,,,
2451,19610427-20209999,0.5,,,,,,,,,,,,,,,,,,
2452,19570306-20209999,0.5,,,,,,,,,,,,,,,,,,
2461,19600427-20209999,0.5,,,,,,,,,,,,,,,,,,
2471,19600101-20209999,0.5,,,,,,,,,,,,,,,,,,
2475,19601001-20209999,0.5,,,,,,,,,,,,,,,,,,
2481,19600817-20209999,0.5,,,,,,,,,,,,,,,,,,
2482,19600813-20209999,0.5,,,,,,,,,,,,,,,,,,
2483,19600811-20209999,0.5,,,,,,,,,,,,,,,,,,
2484,19600815-20209999,0.5,,,,,,,,,,,,,,,,,,
2490,19600630-20209999,0.5,,,,,,,,,,,,,,,,,,
2500,19621009-20209999,0.5,,,,,,,,,,,,,,,,,,
2501,19631212-20209999,0.5,,,,,,,,,,,,,,,,,,
2510,19611209-20209999,0.5,,,,,,,,,,,,,,,,,,
2511,19631219-19641231,0.5,,,,,,,,,,,,,,,,,,
2516,19620701-20209999,0.5,,,,,,,,,,,,,,,,,,
2517,19620701-20209999,0.5,,,,,,,,,,,,,,,,,,
2520,19600701-20209999,0.5,,,,,,,,,,,,,,,,,,
2522,19770627-20209999,0.5,,,,,,,,,,,,,,,,,,
2530,19170417-20209999,0.5,,,,,,,,,,,,,,,,,,
2531,19930524-20209999,0.5,,,,,,,,,,,,,,,,,,
2540,19751111-20209999,0.5,,,,,,,,,,,,,,,,,,
2541,19750625-20209999,0.5,,,,,,,,,,,,,,,,,,
2551,19641024-20209999,0.5,,,,,,,,,,,,,,,,,,
2552,19651111-20209999,0.5,,,,,,,,,,,,,,,,,,
2553,19640706-20209999,0.5,,,,,,,,,,,,,,,,,,
2560,19200110-20209999,0.5,,,,,,,,,,,,,,,,,,
2565,19900321-20209999,0.5,,,,,,,,,,,,,,,,,,
2570,19661004-20209999,0.5,,,,,,,,,,,,,,,,,,
2571,19660930-20209999,0.5,,,,,,,,,,,,,,,,,,
2572,19680906-20209999,0.5,,,,,,,,,,,,,,,,,,
2580,19600626-20209999,0.5,,,,,,,,,,,,,,,,,,
2581,19751231-20209999,0.5,,,,,,,,,,,,,,,,,,
2590,19680312-20209999,0.5,,,,,,,,,,,,,,,,,,
2591,19760629-20209999,0.5,,,,,,,,,,,,,,,,,,
2600,19560302-20209999,0.5,,,,,,,,,,,,,,,,,,
2615,19620705-20209999,0.5,,,,,,,,,,,,,,,,,,
2616,19560320-20209999,0.5,,,,,,,,,,,,,,,,,,
2620,19511224-19730320,0.5,19730321-20030814,0,20030815-20060514,-9,20060515-20111020,0.25,20111021-20209999,0.5,,,,,,,,,,
2625,19560101-20209999,0.5,,,,,,,,,,,,,,,,,,
2630,19170417-19791103,0.5,19791104-20209999,0,,,,,,,,,,,,,,,,
2640,19170417-20209999,0.5,,,,,,,,,,,,,,,,,,
2645,19321003-19670610,0.5,19670611-19841101,0.25,19841102-19870516,0.5,19870517-20030319,0,20030320-20209999,0.5,,,,,,,,,,
2651,19370526-19550830,0.5,19550901-19731205,0,19731206-19780916,-9,19780917-20209999,0.5,,,,,,,,,,,,
2652,19460417-19700610,0.25,19700611-20209999,0,,,,,,,,,,,,,,,,
2660,19460310-20209999,0.5,,,,,,,,,,,,,,,,,,
2663,19460322-20209999,0.5,,,,,,,,,,,,,,,,,,
2666,19480514-19670504,0.5,19670505-20209999,0.75,,,,,,,,,,,,,,,,
2670,19270520-20209999,0.5,,,,,,,,,,,,,,,,,,
2678,19260902-19900521,0.5,,,,,,,,,,,,,,,,,,
2679,19900522-20209999,0.5,,,,,,,,,,,,,,,,,,
2680,19671130-19900521,0.5,,,,,,,,,,,,,,,,,,
2690,19610619-20209999,0.5,,,,,,,,,,,,,,,,,,
2692,19710815-20209999,0.5,,,,,,,,,,,,,,,,,,
2694,19710903-20209999,0.5,,,,,,,,,,,,,,,,,,
2696,19711202-20209999,0.5,,,,,,,,,,,,,,,,,,
2698,19711007-20209999,0.5,,,,,,,,,,,,,,,,,,
2700,19190808-19980819,0.5,19980820-20011115,0,20011116-20209999,0.5,,,,,,,,,,,,,,
2701,19911226-20209999,0.5,,,,,,,,,,,,,,,,,,
2702,19911226-20209999,0.5,,,,,,,,,,,,,,,,,,
2703,19911226-20209999,0.5,,,,,,,,,,,,,,,,,,
2704,19911226-20209999,0.5,,,,,,,,,,,,,,,,,,
2705,19911226-20209999,0.5,,,,,,,,,,,,,,,,,,
2710,19170417-19490930,0.5,19491001-19720227,0,19720228-20180714,0.25,20180715-20209999,0,,,,,,,,,,,,
2712,19210313-20209999,0.5,,,,,,,,,,,,,,,,,,
2713,19491208-20209999,0.5,,,,,,,,,,,,,,,,,,
2731,19480909-19500626,0.5,19500627-20209999,0,,,,,,,,,,,,,,,,
2732,19490629-20209999,0.5,,,,,,,,,,,,,,,,,,
2740,19009999-19320130,0.5,19320131-19371211,0.25,19371212-19450902,0,19450903-20209999,0.5,,,,,,,,,,,,
2750,19470815-20209999,0.5,,,,,,,,,,,,,,,,,,
2760,19710921-20209999,0.5,,,,,,,,,,,,,,,,,,
2770,19470814-20021229,0.5,20021230-20209999,0.25,,,,,,,,,,,,,,,,
2771,19711216-20209999,0.5,,,,,,,,,,,,,,,,,,
2775,19480104-20209999,0.5,,,,,,,,,,,,,,,,,,
2780,19480204-20209999,0.5,,,,,,,,,,,,,,,,,,
2781,19650726-20209999,0.5,,,,,,,,,,,,,,,,,,
2790,19200101-20209999,0.5,,,,,,,,,,,,,,,,,,
2800,19170417-20209999,0.5,,,,,,,,,,,,,,,,,,
2811,19531109-19640312,0.5,19640313-19750515,0.25,19750516-20209999,0.5,,,,,,,,,,,,,,
2812,19531023-20209999,0.5,,,,,,,,,,,,,,,,,,
2816,19540427-19601231,0.25,19610101-19730127,0,19730128-19750430,-9,19750501-19911022,0.25,19911023-19940202,-9,19940203-20209999,0.5,,,,,,,,
2817,19540604-19750430,0.5,,,,,,,,,,,,,,,,,,
2820,19570831-20209999,0.5,,,,,,,,,,,,,,,,,,
2830,19650809-20209999,0.5,,,,,,,,,,,,,,,,,,
2835,19840101-20209999,0.5,,,,,,,,,,,,,,,,,,
2840,19460704-20209999,0.5,,,,,,,,,,,,,,,,,,
2850,19491227-20209999,0.5,,,,,,,,,,,,,,,,,,
2860,20020927-20209999,0.5,,,,,,,,,,,,,,,,,,
2900,19200110-20209999,0.5,,,,,,,,,,,,,,,,,,
2910,19750916-20209999,0.5,,,,,,,,,,,,,,,,,,
2920,19200110-20209999,0.5,,,,,,,,,,,,,,,,,,
2935,19810915-20209999,0.5,,,,,,,,,,,,,,,,,,
2940,19780707-20209999,0.5,,,,,,,,,,,,,,,,,,
2946,19990914-20209999,0.5,,,,,,,,,,,,,,,,,,
2947,20000905-20209999,0.5,,,,,,,,,,,,,,,,,,
2950,19701010-20209999,0.5,,,,,,,,,,,,,,,,,,
2955,19990914-20209999,0.5,,,,,,,,,,,,,,,,,,
2970,19990914-20209999,0.5,,,,,,,,,,,,,,,,,,
2983,19910917-20209999,0.5,,,,,,,,,,,,,,,,,,
2986,19941215-20209999,0.5,,,,,,,,,,,,,,,,,,
2987,19910917-20209999,0.5,,,,,,,,,,,,,,,,,,
2990,19761215-20209999,0.5,,,,,,,,,,,,,,,,,,
20070,19940101-20209999,0.75,,,,,,,,,,,,,,,,,,
20200,19200110-19450814,0.5,,,,,,,,,,,,,,,,,,
20220,19200110-19400622,0.5,,,,,,,,,,,,,,,,,,
20255,19390910-19450508,0,19450509-19500508,0.5,,,,,,,,,,,,,,,,
20345,19920615-20010220,0,20010221-20060220,0.5,,,,,,,,,,,,,,,,
20365,19450508-19911226,0.5,,,,,,,,,,,,,,,,,,
31040,19730710-20209999,0.5,,,,,,,,,,,,,,,,,,
31041,19730710-20020701,0.5,20020702-20209999,0.75,,,,,,,,,,,,,,,,
31042,19730710-20209999,0.5,,,,,,,,,,,,,,,,,,
31051,19830704-20209999,0.75,,,,,,,,,,,,,,,,,,
31052,19830704-20209999,0.75,,,,,,,,,,,,,,,,,,
31053,19830704-20209999,0.75,,,,,,,,,,,,,,,,,,
31054,19830704-20209999,0.75,,,,,,,,,,,,,,,,,,
31055,19830704-20209999,0.75,,,,,,,,,,,,,,,,,,
31056,19830704-20209999,0.75,,,,,,,,,,,,,,,,,,
31057,19830704-20209999,0.75,,,,,,,,,,,,,,,,,,
31058,19830704-20209999,0.75,,,,,,,,,,,,,,,,,,
31060,19830919-20209999,0.75,,,,,,,,,,,,,,,,,,
31070,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
31080,19830704-20209999,0.75,,,,,,,,,,,,,,,,,,
31090,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
31091,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
31092,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
31093,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
31094,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
31095,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
31100,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
31101,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
31110,19830704-20209999,0.75,,,,,,,,,,,,,,,,,,
31115,19950704-20209999,0.75,,,,,,,,,,,,,,,,,,
31200,19730710-19880710,0.5,,,,,,,,,,,,,,,,,,
31365,19730710-19911226,0.5,,,,,,,,,,,,,,,,,,
40041,19020520-20209999,0.5,,,,,,,,,,,,,,,,,,
40042,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40051,19620806-20209999,0.5,,,,,,,,,,,,,,,,,,
40052,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40053,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40054,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40055,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40056,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40057,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40058,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40060,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40070,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40080,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40090,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40091,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40092,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40093,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40094,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40095,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40100,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40101,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40110,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40115,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
40200,19020520-19450814,0.5,,,,,,,,,,,,,,,,,,
40220,19020520-19400622,0.5,,,,,,,,,,,,,,,,,,
40230,19020520-19170520,0.5,,,,,,,,,,,,,,,,,,
40265,19720715-19901003,0.5,,,,,,,,,,,,,,,,,,
40290,19720715-19910629,0.5,,,,,,,,,,,,,,,,,,
40310,19720715-19910629,0.5,,,,,,,,,,,,,,,,,,
40315,19720715-19910629,0.5,,,,,,,,,,,,,,,,,,
40339,19720715-19910629,0.5,,,,,,,,,,,,,,,,,,
40355,19720715-19910629,0.5,,,,,,,,,,,,,,,,,,
40360,19720715-19910629,0.5,,,,,,,,,,,,,,,,,,
40365,19450508-19720710,0.5,19720711-19910628,0.75,19910629-19960628,0.5,,,,,,,,,,,,,,
40370,20000903-20209999,0.5,,,,,,,,,,,,,,,,,,
40540,19750800-19881222,0.5,,,,,,,,,,,,,,,,,,
40560,19750800-19881222,0.25,,,,,,,,,,,,,,,,,,
40712,19720715-19910629,0.5,,,,,,,,,,,,,,,,,,
40731,19860311-20209999,0.5,,,,,,,,,,,,,,,,,,
40816,19780615-19910629,0.5,,,,,,,,,,,,,,,,,,
41042,19009999-19660602,0.25,19660603-19860130,0.5,19860131-19940929,0,19940930-19960321,-9,19960322-20209999,0.5,,,,,,,,,,
41051,19620806-20020701,0.5,20020702-20209999,0.75,,,,,,,,,,,,,,,,
41052,20020702-20209999,0.75,,,,,,,,,,,,,,,,,,
41053,20020702-20209999,0.75,,,,,,,,,,,,,,,,,,
41054,20020702-20209999,0.75,,,,,,,,,,,,,,,,,,
41055,20020702-20209999,0.75,,,,,,,,,,,,,,,,,,
41056,20020702-20209999,0.75,,,,,,,,,,,,,,,,,,
41057,20020702-20209999,0.75,,,,,,,,,,,,,,,,,,
41058,20020702-20209999,0.75,,,,,,,,,,,,,,,,,,
41060,20020702-20209999,0.75,,,,,,,,,,,,,,,,,,
41070,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
41080,20020702-20209999,0.75,,,,,,,,,,,,,,,,,,
41090,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
41091,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
41092,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
41093,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
41094,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
41095,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
41100,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
41101,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
41110,20020702-20209999,0.75,,,,,,,,,,,,,,,,,,
41115,20020702-20209999,0.75,,,,,,,,,,,,,,,,,,
41200,19009999-19450814,0.5,,,,,,,,,,,,,,,,,,
41220,19009999-19400622,0.5,,,,,,,,,,,,,,,,,,
41255,19009999-19110803,0.25,19110804-19260804,0.5,,,,,,,,,,,,,,,,
41365,19450508-19911226,0.5,,,,,,,,,,,,,,,,,,
42051,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42052,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42053,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42054,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42055,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42056,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42057,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42058,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42060,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42070,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42080,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42090,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42091,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42092,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42093,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42094,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42095,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42100,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42101,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42110,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42115,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
42200,19009999-19450814,0.5,,,,,,,,,,,,,,,,,,
42220,19009999-19400622,0.5,,,,,,,,,,,,,,,,,,
42365,19450508-19911226,0.5,,,,,,,,,,,,,,,,,,
51052,19730801-20209999,0.75,,,,,,,,,,,,,,,,,,
51053,19830704-20209999,0.75,,,,,,,,,,,,,,,,,,
51054,19781103-20209999,0.75,,,,,,,,,,,,,,,,,,
51055,19740501-19831022,0.75,19831023-19831101,0.25,19831102-20209999,0.75,,,,,,,,,,,,,,
51056,19790222-20209999,0.75,,,,,,,,,,,,,,,,,,
51057,19791027-20209999,0.75,,,,,,,,,,,,,,,,,,
51058,19811101-20209999,0.75,,,,,,,,,,,,,,,,,,
51060,19830919-20209999,0.75,,,,,,,,,,,,,,,,,,
51070,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
51080,19810921-20209999,0.75,,,,,,,,,,,,,,,,,,
51090,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
51091,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
51092,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
51093,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
51094,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
51095,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
51100,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
51101,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
51110,19730801-20209999,0.75,,,,,,,,,,,,,,,,,,
51115,19950704-20209999,0.75,,,,,,,,,,,,,,,,,,
51200,19620806-19770806,0.5,,,,,,,,,,,,,,,,,,
51365,19620086-19911226,0.5,,,,,,,,,,,,,,,,,,
52053,19661130-19730731,0.5,19730801-20209999,0.75,,,,,,,,,,,,,,,,
52054,19781103-20209999,0.75,,,,,,,,,,,,,,,,,,
52055,19740501-20209999,0.75,,,,,,,,,,,,,,,,,,
52056,19790222-20209999,0.75,,,,,,,,,,,,,,,,,,
52057,19790222-19791026,0.5,19791027-20209999,0.75,,,,,,,,,,,,,,,,
52058,19811101-20209999,0.75,,,,,,,,,,,,,,,,,,
52060,19830919-20209999,0.75,,,,,,,,,,,,,,,,,,
52070,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
52080,19810921-20209999,0.75,,,,,,,,,,,,,,,,,,
52090,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
52091,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
52092,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
52093,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
52094,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
52095,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
52100,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
52101,19620831-19961029,0.5,19961030-19990825,0.25,19990826-20209999,0.5,,,,,,,,,,,,,,
52110,19660526-19730731,0.5,19730801-20209999,0.75,,,,,,,,,,,,,,,,
52115,19751125-19950703,0.5,19950704-20209999,0.75,,,,,,,,,,,,,,,,
52200,19620831-19770831,0.5,,,,,,,,,,,,,,,,,,
52365,19620831-19911226,0.5,,,,,,,,,,,,,,,,,,
53054,19781103-20209999,0.75,,,,,,,,,,,,,,,,,,
53055,19830705-19831022,0.75,19831023-19831101,0.25,19831102-20209999,0.75,,,,,,,,,,,,,,
53056,19790207-20209999,0.75,,,,,,,,,,,,,,,,,,
53057,19791027-20209999,0.75,,,,,,,,,,,,,,,,,,
53058,19811101-20209999,0.75,,,,,,,,,,,,,,,,,,
53060,19830915-20209999,0.75,,,,,,,,,,,,,,,,,,
53070,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
53080,19810921-20209999,0.75,,,,,,,,,,,,,,,,,,
53090,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
53091,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
53092,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
53093,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
53094,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
53095,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
53100,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
53101,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
53110,19661130-19730731,0.5,19730801-20209999,0.75,,,,,,,,,,,,,,,,
53115,19950704-20209999,0.75,,,,,,,,,,,,,,,,,,
53200,19661130-19811130,0.5,,,,,,,,,,,,,,,,,,
53365,19661130-19911226,0.5,,,,,,,,,,,,,,,,,,
54055,19781103-19831022,0.75,19831023-19831101,0.25,19831102-20209999,0.75,,,,,,,,,,,,,,
54056,19790222-20209999,0.75,,,,,,,,,,,,,,,,,,
54057,19791027-20209999,0.75,,,,,,,,,,,,,,,,,,
54058,19811101-20209999,0.75,,,,,,,,,,,,,,,,,,
54060,19830919-20209999,0.75,,,,,,,,,,,,,,,,,,
54070,19940724-20209999,0.5,,,,,,,,,,,,,,,,,,
54080,19810921-20209999,0.75,,,,,,,,,,,,,,,,,,
