CMFILE,DEATHSA,DEATHSB,DISPUTE,FATALAPC,FATALBPC,RIVALA,RIVALB,RIVALRY,RIVNUMB,RIVTYP2,SEVERITY,WARNUMB
cm002020v5,.,.,2952,0,0,2,20,2020,1,2,6,.
cm002020v5,.,.,2953,0,0,2,20,2020,1,2,6,.
cm002020v5,.,.,2968,0,0,2,20,2020,1,2,6,.
cm002020v5,.,.,3900,0,0,2,20,2020,1,2,6,.
cm002020v5,.,.,3972,0,0,2,20,2020,1,2,6,.
cm002020v5,.,.,4183,0,0,2,20,2020,1,2,6,.
cm002040v5,.,.,61,0,0,2,40,2040,4,2,95,.
cm002040v5,.,.,246,0,0,2,40,2040,4,2,53,.
cm002040v5,.,.,1742,0,0,2,40,2040,4,2,2,.
cm002040v5,.,.,2225,0,0,2,40,2040,4,2,4,.
cm002040v5,.,.,2742,0,0,2,40,2040,4,2,4,.
cm002040v5,.,.,2943,0,0,2,40,2040,4,2,22,.
cm002040v5,.,.,2946,0,0,2,40,2040,4,2,95,.
cm002040v5,.,.,2951,0,0,2,40,2040,4,2,6,.
cm002040v5,.,.,2954,0,0,2,40,2040,4,2,6,.
cm002040v5,.,.,2958,0,0,2,40,2040,4,2,6,.
cm002040v5,.,.,2962,0,0,2,40,2040,4,2,6,.
cm002040v5,.,.,2972,0,0,2,40,2040,4,2,29,.
cm002040v5,.,.,2981,0,0,2,40,2040,4,2,4,.
cm002040v5,.,.,3058,17,6,2,40,2040,4,2,132,.
cm002040v5,.,.,3950,0,0,2,40,2040,4,2,53,.
cm002040v5,.,.,4196,0,0,2,40,2040,4,2,6,.
cm002040v5,.,.,1652,0,0,2,40,2040,10002,2,2,.
cm002040v5,.,.,1665,0,0,2,40,2040,10002,2,2,.
cm002040v5,.,.,1677,0,0,2,40,2040,10002,2,22,.
cm002041v5,.,.,1002,0,0,2,41,2041,8,1,53,.
cm002041v5,.,.,4016,0,0,2,41,2041,9,1,53,.
cm002041v5,.,.,100,0,0,2,41,2041,10005,2,6,.
cm002041v5,.,.,1529,0,0,2,41,2041,10005,2,4,.
cm002041v5,.,.,1530,0,0,2,41,2041,10005,2,53,.
cm002041v5,.,.,1531,0,0,2,41,2041,10005,2,2,.
cm002041v5,.,.,1532,0,0,2,41,2041,10005,2,4,.
cm002041v5,.,.,1599,0,0,2,41,2041,10005,2,4,.
cm002041v5,.,.,1681,0,0,2,41,2041,10005,2,2,.
cm002041v5,.,.,2234,0,0,2,41,2041,10005,2,4,.
cm002042v5,.,.,68,0,0,2,42,2042,10,2,4,.
cm002042v5,.,.,69,0,0,2,42,2042,10,2,6,.
cm002042v5,.,.,247,0,0,2,42,2042,10,2,4,.
cm002042v5,.,.,322,0,0,2,42,2042,10,2,6,.
cm002042v5,.,.,1801,0,0,2,42,2042,11,1,4,.
cm002042v5,.,.,2867,0,0,2,42,2042,11,1,6,.
cm002055v5,.,.,3058,129,44,2,55,2055,12,1,155,.
cm002070v5,.,.,1541,0,0,2,70,2070,13,2,95,.
cm002070v5,.,.,1542,0,0,2,70,2070,13,2,6,.
cm002070v5,.,.,1543,0,0,2,70,2070,13,2,4,.
cm002070v5,.,.,1544,0,0,2,70,2070,13,2,95,.
cm002070v5,.,.,1545,0,0,2,70,2070,13,2,4,.
cm002070v5,.,.,1547,0,0,2,70,2070,13,2,4,.
cm002070v5,.,.,1548,0,0,2,70,2070,13,2,4,.
cm002070v5,.,.,1549,0,0,2,70,2070,13,2,95,.
cm002070v5,.,.,1550,0,0,2,70,2070,13,2,95,.
cm002070v5,.,.,1551,0,0,2,70,2070,13,2,2,.
cm002070v5,13283,6000,1552,13283,6000,2,70,2070,13,2,197,7
cm002070v5,.,.,1553,0,0,2,70,2070,13,2,6,.
cm002070v5,.,.,1554,0,0,2,70,2070,13,2,95,.
cm002070v5,.,.,1555,0,0,2,70,2070,13,2,6,.
cm002070v5,.,.,1556,0,0,2,70,2070,13,2,53,.
cm002070v5,.,.,2116,0,0,2,70,2070,13,2,6,.
cm002070v5,.,.,2117,0,0,2,70,2070,13,2,6,.
cm002070v5,.,.,136,375,375,2,70,2070,14,2,171,.
cm002070v5,.,.,321,0,0,2,70,2070,14,2,95,.
cm002070v5,.,.,1653,0,0,2,70,2070,14,2,22,.
cm002070v5,.,.,1775,0,0,2,70,2070,14,2,12,.
cm002070v5,.,.,2183,0,0,2,70,2070,14,2,95,.
cm002070v5,.,.,2184,0,0,2,70,2070,14,2,95,.
cm002070v5,.,.,2185,0,0,2,70,2070,14,2,95,.
cm002070v5,.,.,3222,0,0,2,70,2070,15,1,6,.
cm002090v5,.,.,1535,751,343,2,90,2090,16,1,174,.
cm002090v5,.,.,1734,0,0,2,90,2090,17,1,6,.
cm002090v5,.,.,1124,0,0,2,90,2090,18,1,6,.
cm002091v5,.,.,1170,13,13,2,91,2091,20,1,133,.
cm002092v5,.,.,1666,0,0,2,92,2092,21,1,4,.
cm002093v5,.,.,1193,0,0,2,93,2093,24,1,53,.
cm002093v5,.,.,2347,0,0,2,93,2093,25,2,29,.
cm002093v5,.,.,2353,0,0,2,93,2093,25,2,53,.
cm002093v5,.,.,2977,0,0,2,93,2093,25,2,4,.
cm002093v5,.,.,151,0,0,2,93,2093,10022,2,6,.
cm002093v5,.,.,249,0,0,2,93,2093,10022,2,4,.
cm002093v5,.,.,1203,0,0,2,93,2093,10022,2,53,.
cm002095v5,.,.,158,0,0,2,95,2095,26,1,53,.
cm002095v5,.,.,2957,0,0,2,95,2095,27,1,6,.
cm002095v5,.,.,2741,0,0,2,95,2095,28,1,53,.
cm002095v5,.,.,3901,175,175,2,95,2095,28,1,163,.
cm002100v5,.,.,1524,0,0,2,100,2100,29,1,6,.
cm002100v5,.,.,1522,0,0,2,100,2100,30,1,4,.
cm002100v5,.,.,159,0,0,2,100,2100,31,1,22,.
cm002100v5,.,.,2343,0,0,2,100,2100,31,1,6,.
cm002101v5,.,.,4261,0,0,2,101,2101,32,1,4,.
cm002130v5,.,.,602,0,0,2,130,2130,33,2,6,.
cm002130v5,.,.,1158,0,0,2,130,2130,33,2,6,.
cm002130v5,.,.,1702,0,0,2,130,2130,33,2,6,.
cm002130v5,.,.,1705,13,13,2,130,2130,33,2,133,.
cm002130v5,.,.,1803,0,0,2,130,2130,33,2,6,.
cm002130v5,.,.,1805,0,0,2,130,2130,33,2,6,.
cm002130v5,.,.,3105,0,0,2,130,2130,33,2,6,.
cm002130v5,.,.,3242,0,0,2,130,2130,33,2,6,.
cm002135v5,.,.,1755,0,0,2,135,2135,34,1,4,.
cm002135v5,.,.,2322,0,0,2,135,2135,34,1,6,.
cm002135v5,.,.,350,0,0,2,135,2135,35,2,6,.
cm002135v5,.,.,601,0,0,2,135,2135,35,2,6,.
cm002135v5,.,.,2967,0,0,2,135,2135,35,2,6,.
cm002135v5,.,.,3243,0,0,2,135,2135,35,2,6,.
cm002135v5,.,.,3244,0,0,2,135,2135,35,2,6,.
cm002135v5,.,.,3550,0,0,2,135,2135,35,2,6,.
cm002140v5,.,.,1525,0,0,2,140,2140,36,1,4,.
cm002140v5,.,.,2043,0,0,2,140,2140,36,1,4,.
cm002140v5,.,.,2005,0,0,2,140,2140,37,1,2,.
cm002155v5,.,.,1496,0,0,2,155,2155,38,1,6,.
cm002155v5,.,.,1512,0,0,2,155,2155,39,1,2,.
cm002155v5,.,.,1517,0,0,2,155,2155,39,1,2,.
cm002155v5,.,.,2845,0,0,2,155,2155,40,1,22,.
cm002200v5,.,.,15,0,0,2,200,2200,41,2,53,.
cm002200v5,.,.,38,0,0,2,200,2200,41,2,53,.
cm002200v5,.,.,144,0,0,2,200,2200,41,2,53,.
cm002200v5,.,.,207,0,0,2,200,2200,41,2,53,.
cm002200v5,.,.,225,0,0,2,200,2200,41,2,53,.
cm002200v5,.,.,373,0,0,2,200,2200,41,2,4,.
cm002200v5,.,.,380,0,0,2,200,2200,41,2,53,.
cm002200v5,.,.,1631,0,0,2,200,2200,41,2,2,.
cm002200v5,.,.,1637,0,0,2,200,2200,42,1,12,.
cm002200v5,.,.,2,0,0,2,200,2200,43,2,4,.
cm002200v5,.,.,254,0,0,2,200,2200,43,2,53,.
cm002200v5,.,.,3301,0,0,2,200,2200,43,2,2,.
cm002200v5,.,.,3709,0,0,2,200,2200,44,1,6,.
cm002220v5,.,.,301,0,0,2,220,2220,45,1,29,.
cm002220v5,.,.,1631,0,0,2,220,2220,46,1,2,.
cm002220v5,.,.,1800,0,0,2,220,2220,46,1,4,.
cm002220v5,.,.,1644,0,0,2,220,2220,47,1,29,.
cm002225v5,.,.,2870,0,0,2,225,2225,48,1,53,.
cm002225v5,.,.,3209,0,0,2,225,2225,48,1,29,.
cm002230v5,.,.,1567,0,0,2,230,2230,49,2,95,.
cm002230v5,.,.,3233,0,0,2,230,2230,49,2,6,.
cm002230v5,.,.,3234,0,0,2,230,2230,49,2,6,.
cm002230v5,.,.,3235,0,0,2,230,2230,49,2,6,.
cm002230v5,.,.,3236,0,0,2,230,2230,49,2,6,.
cm002230v5,.,.,3237,0,0,2,230,2230,49,2,6,.
cm002230v5,.,.,3238,0,0,2,230,2230,49,2,6,.
cm002230v5,.,.,3239,0,0,2,230,2230,49,2,6,.
cm002230v5,.,.,256,0,0,2,230,2230,10050,2,22,.
cm002230v5,2910,775,1557,2910,775,2,230,2230,10050,2,185,79
cm002230v5,.,.,1558,0,0,2,230,2230,10050,2,2,.
cm002230v5,.,.,1559,0,0,2,230,2230,10050,2,2,.
cm002230v5,.,.,1564,0,0,2,230,2230,10050,2,22,.
cm002230v5,.,.,1565,0,0,2,230,2230,10050,2,22,.
cm002230v5,.,.,1566,0,0,2,230,2230,10050,2,53,.
cm002230v5,.,.,1631,0,0,2,230,2230,10050,2,2,.
cm002230v5,.,.,1714,0,0,2,230,2230,10050,2,4,.
cm002230v5,.,.,1761,0,0,2,230,2230,10050,2,2,.
cm002230v5,.,.,2003,0,0,2,230,2230,10050,2,2,.
cm002230v5,.,.,2014,0,0,2,230,2230,10050,2,2,.
cm002230v5,.,.,3232,0,0,2,230,2230,10050,2,6,.
cm002255v5,.,.,191,0,0,2,255,2255,53,1,95,.
cm002255v5,.,.,3363,0,0,2,255,2255,53,1,4,.
cm002255v5,.,.,254,0,0,2,255,2255,54,1,53,.
cm002255v5,116516,1773700,257,61031,39806,2,255,2255,55,2,203,106
cm002255v5,.,.,398,0,0,2,255,2255,55,2,22,.
cm002255v5,.,.,399,0,0,2,255,2255,55,2,95,.
cm002255v5,.,.,2733,0,0,2,255,2255,55,2,2,.
cm002255v5,405400,3500000,258,105766,129538,2,255,2255,56,2,203,139
cm002255v5,.,.,414,13,13,2,255,2255,56,2,133,.
cm002255v5,.,.,3708,0,0,2,255,2255,56,2,6,.
cm002255v5,.,.,3710,0,0,2,255,2255,56,2,6,.
cm002265v5,.,.,27,0,0,2,265,2265,57,1,53,.
cm002265v5,.,.,2854,0,0,2,265,2265,57,1,53,.
cm002290v5,.,.,27,0,0,2,290,2290,59,1,29,.
cm002300v5,.,.,121,0,0,2,300,2300,60,1,4,.
cm002300v5,116516,1200000,257,41291,26931,2,300,2300,61,1,202,106
cm002305v5,.,.,2876,0,0,2,305,2305,62,1,4,.
cm002310v5,405400,136000,258,4110,5033,2,310,2310,10063,1,192,139
cm002310v5,.,.,3712,0,0,2,310,2310,10063,1,2,.
cm002310v5,.,.,1286,2,2,2,310,2310,10064,1,111,.
cm002315v5,.,.,27,0,0,2,315,2315,64,2,29,.
cm002315v5,.,.,208,0,0,2,315,2315,64,2,53,.
cm002315v5,.,.,2849,0,0,2,315,2315,64,2,4,.
cm002315v5,.,.,2559,0,0,2,315,2315,65,1,6,.
cm002325v5,.,.,254,0,0,2,325,2325,66,1,53,.
cm002325v5,405400,174500,258,5273,6458,2,325,2325,67,1,194,139
cm002325v5,.,.,3716,0,0,2,325,2325,67,1,2,.
cm002339v5,.,.,2857,0,0,2,339,2339,68,1,6,.
cm002345v5,.,.,3193,0,0,2,345,2345,69,1,53,.
cm002345v5,.,.,3551,0,0,2,345,2345,70,2,95,.
cm002345v5,.,.,4046,0,0,2,345,2345,70,2,29,.
cm002345v5,.,.,4137,775,48,2,345,2345,70,2,172,.
cm002345v5,.,.,4186,0,0,2,345,2345,70,2,29,.
cm002345v5,.,.,4298,0,0,2,345,2345,70,2,53,.
cm002345v5,.,.,4343,0,0,2,345,2345,70,2,4,.
cm002350v5,.,.,2176,0,0,2,350,2350,71,1,29,.
cm002355v5,116516,87500,257,3011,1964,2,355,2355,72,1,188,106
cm002355v5,405400,9000,258,272,333,2,355,2355,10073,1,169,139
cm002355v5,.,.,518,0,0,2,355,2355,10073,1,95,.
cm002355v5,.,.,1286,2,2,2,355,2355,10074,2,111,.
cm002360v5,405400,290000,258,8763,10733,2,360,2360,10074,2,197,139
cm002360v5,.,.,3711,0,0,2,360,2360,10074,2,6,.
cm002360v5,.,.,1286,2,2,2,360,2360,10075,1,111,.
cm002365v5,.,.,197,0,0,2,365,2365,76,2,95,.
cm002365v5,.,.,2366,0,0,2,365,2365,76,2,95,.
cm002365v5,.,.,2606,0,0,2,365,2365,76,2,95,.
cm002365v5,.,.,26,0,0,2,365,2365,77,2,95,.
cm002365v5,.,.,27,0,0,2,365,2365,77,2,53,.
cm002365v5,.,.,50,0,0,2,365,2365,77,2,29,.
cm002365v5,.,.,61,0,0,2,365,2365,77,2,95,.
cm002365v5,.,.,125,0,0,2,365,2365,77,2,29,.
cm002365v5,.,.,173,0,0,2,365,2365,77,2,12,.
cm002365v5,.,.,200,0,0,2,365,2365,77,2,12,.
cm002365v5,.,.,208,0,0,2,365,2365,77,2,53,.
cm002365v5,.,.,246,0,0,2,365,2365,77,2,12,.
cm002365v5,.,.,252,0,0,2,365,2365,77,2,29,.
cm002365v5,.,.,253,0,0,2,365,2365,77,2,53,.
cm002365v5,.,.,345,0,0,2,365,2365,77,2,12,.
cm002365v5,.,.,353,0,0,2,365,2365,77,2,29,.
cm002365v5,.,.,607,0,0,2,365,2365,77,2,29,.
cm002365v5,.,.,608,0,0,2,365,2365,77,2,53,.
cm002365v5,.,.,611,0,0,2,365,2365,77,2,36,.
cm002365v5,.,.,1286,0,0,2,365,2365,77,2,29,.
cm002365v5,.,.,1353,0,0,2,365,2365,77,2,29,.
cm002365v5,.,.,1363,0,0,2,365,2365,77,2,29,.
cm002365v5,.,.,2215,0,0,2,365,2365,77,2,6,.
cm002365v5,.,.,2216,0,0,2,365,2365,77,2,6,.
cm002365v5,.,.,2217,0,0,2,365,2365,77,2,4,.
cm002365v5,.,.,2218,0,0,2,365,2365,77,2,6,.
cm002365v5,.,.,2219,0,0,2,365,2365,77,2,29,.
cm002365v5,.,.,2220,0,0,2,365,2365,77,2,53,.
cm002365v5,.,.,2221,0,0,2,365,2365,77,2,53,.
cm002365v5,.,.,2222,0,0,2,365,2365,77,2,6,.
cm002365v5,.,.,2223,0,0,2,365,2365,77,2,12,.
cm002365v5,.,.,2224,0,0,2,365,2365,77,2,53,.
cm002365v5,.,.,2225,0,0,2,365,2365,77,2,29,.
cm002365v5,.,.,2226,0,0,2,365,2365,77,2,4,.
cm002365v5,.,.,2227,0,0,2,365,2365,77,2,2,.
cm002365v5,.,.,2228,0,0,2,365,2365,77,2,6,.
cm002365v5,.,.,2229,0,0,2,365,2365,77,2,53,.
cm002365v5,.,.,2230,0,0,2,365,2365,77,2,6,.
cm002365v5,.,.,2231,0,0,2,365,2365,77,2,29,.
cm002365v5,.,.,2232,0,0,2,365,2365,77,2,53,.
cm002365v5,.,.,2233,0,0,2,365,2365,77,2,4,.
cm002365v5,.,.,2899,0,0,2,365,2365,77,2,4,.
cm002365v5,.,.,2901,0,0,2,365,2365,77,2,6,.
cm002365v5,.,.,2909,0,0,2,365,2365,77,2,6,.
cm002365v5,.,.,2921,0,0,2,365,2365,77,2,6,.
cm002365v5,.,.,2928,0,0,2,365,2365,77,2,6,.
cm002365v5,.,.,2931,0,0,2,365,2365,77,2,4,.
cm002365v5,.,.,2934,0,0,2,365,2365,77,2,6,.
cm002365v5,.,.,2941,0,0,2,365,2365,77,2,4,.
cm002365v5,.,.,2949,0,0,2,365,2365,77,2,6,.
cm002365v5,.,.,2982,0,0,2,365,2365,77,2,4,.
cm002365v5,.,.,3361,0,0,2,365,2365,77,2,12,.
cm002365v5,.,.,3637,0,0,2,365,2365,77,2,4,.
cm002365v5,.,.,4174,0,0,2,365,2365,77,2,6,.
cm002365v5,.,.,4197,0,0,2,365,2365,77,2,29,.
cm002365v5,.,.,4213,0,0,2,365,2365,77,2,6,.
cm002365v5,.,.,4220,0,0,2,365,2365,77,2,29,.
cm002380v5,.,.,1660,0,0,2,380,2380,79,1,6,.
cm002438v5,.,.,2608,0,0,2,438,2438,80,1,6,.
cm002450v5,.,.,4254,0,0,2,450,2450,81,1,4,.
cm002600v5,.,.,164,0,0,2,600,2600,82,1,4,.
cm002620v5,.,.,2775,0,0,2,620,2620,83,2,53,.
cm002620v5,.,.,2950,0,0,2,620,2620,83,2,6,.
cm002620v5,.,.,2978,0,0,2,620,2620,83,2,4,.
cm002620v5,.,.,3021,0,0,2,620,2620,83,2,4,.
cm002620v5,.,.,3051,0,0,2,620,2620,83,2,22,.
cm002620v5,.,.,3065,0,0,2,620,2620,83,2,29,.
cm002620v5,.,.,3072,0,0,2,620,2620,83,2,29,.
cm002620v5,.,.,3088,0,0,2,620,2620,83,2,2,.
cm002620v5,.,.,3098,0,0,2,620,2620,83,2,29,.
cm002620v5,.,.,3099,0,0,2,620,2620,83,2,95,.
cm002620v5,.,.,3620,0,0,2,620,2620,83,2,29,.
cm002620v5,.,.,3634,0,0,2,620,2620,83,2,53,.
cm002620v5,.,.,3636,0,0,2,620,2620,83,2,95,.
cm002620v5,.,.,4195,0,0,2,620,2620,83,2,2,.
cm002625v5,.,.,4217,0,0,2,625,2625,84,1,6,.
cm002630v5,.,.,2578,0,0,2,630,2630,85,2,53,.
cm002630v5,.,.,2740,0,0,2,630,2630,85,2,95,.
cm002630v5,.,.,2834,0,0,2,630,2630,85,2,95,.
cm002630v5,.,.,3020,0,0,2,630,2630,85,2,95,.
cm002630v5,.,.,3071,0,0,2,630,2630,85,2,53,.
cm002630v5,.,.,3541,0,0,2,630,2630,85,2,29,.
cm002630v5,.,.,3625,0,0,2,630,2630,85,2,12,.
cm002630v5,.,.,3903,0,0,2,630,2630,85,2,2,.
cm002630v5,.,.,3973,0,0,2,630,2630,85,2,95,.
cm002630v5,.,.,4216,0,0,2,630,2630,85,2,4,.
cm002640v5,116516,325000,257,11183,7294,2,640,2640,86,1,196,106
cm002645v5,.,.,125,0,0,2,645,2645,87,1,4,.
cm002645v5,.,.,1039,0,0,2,645,2645,88,1,29,.
cm002645v5,.,.,2739,0,0,2,645,2645,89,2,53,.
cm002645v5,.,.,2774,0,0,2,645,2645,89,2,6,.
cm002645v5,.,.,3552,0,0,2,645,2645,89,2,95,.
cm002645v5,.,.,3568,0,0,2,645,2645,89,2,22,.
cm002645v5,268,25000,3957,268,591,2,645,2645,89,2,172,211
cm002645v5,.,.,3974,0,0,2,645,2645,89,2,95,.
cm002645v5,.,.,4269,0,0,2,645,2645,89,2,29,.
cm002645v5,.,.,4270,0,0,2,645,2645,89,2,6,.
cm002645v5,.,.,4271,0,0,2,645,2645,89,2,95,.
cm002645v5,.,.,4273,0,0,2,645,2645,89,2,95,.
cm002645v5,.,.,4299,0,0,2,645,2645,89,2,6,.
cm002651v5,.,.,125,0,0,2,651,2651,90,2,4,.
cm002651v5,.,.,200,250,492,2,651,2651,90,2,171,.
cm002651v5,.,.,607,0,0,2,651,2651,90,2,29,.
cm002651v5,.,.,1108,0,0,2,651,2651,90,2,53,.
cm002651v5,.,.,2843,0,0,2,651,2651,90,2,53,.
cm002651v5,.,.,2906,0,0,2,651,2651,90,2,6,.
cm002651v5,.,.,2924,0,0,2,651,2651,90,2,4,.
cm002652v5,.,.,607,32,21,2,652,2652,91,1,142,.
cm002652v5,.,.,1039,88,88,2,652,2652,92,2,155,.
cm002652v5,.,.,3062,0,0,2,652,2652,92,2,95,.
cm002652v5,.,.,4190,0,0,2,652,2652,92,2,12,.
cm002663v5,.,.,3957,0,0,2,663,2663,93,1,9,.
cm002666v5,.,.,2335,0,0,2,666,2666,94,1,95,.
cm002678v5,.,.,1108,0,0,2,678,2678,95,1,53,.
cm002680v5,.,.,3613,0,0,2,680,2680,96,1,4,.
cm002700v5,.,.,4227,63,63,2,700,2700,97,1,152,.
cm002700v5,.,.,4283,1000,91,2,700,2700,97,1,174,.
cm002710v5,.,.,220,0,0,2,710,2710,98,1,29,.
cm002710v5,21,2000,31,21,10,2,710,2710,99,1,135,82
cm002710v5,.,.,1650,0,0,2,710,2710,99,1,4,.
cm002710v5,.,.,145,0,0,2,710,2710,100,1,95,.
cm002710v5,.,.,2208,13,2,2,710,2710,100,1,127,.
cm002710v5,.,.,50,63,32,2,710,2710,10101,2,148,.
cm002710v5,54246,422612,51,31014,134346,2,710,2710,10101,2,203,151
cm002710v5,.,.,53,0,0,2,710,2710,10101,2,53,.
cm002710v5,.,.,172,0,0,2,710,2710,10101,2,53,.
cm002710v5,.,.,173,0,0,2,710,2710,10101,2,53,.
cm002710v5,.,.,251,0,0,2,710,2710,10101,2,95,.
cm002710v5,.,.,611,0,0,2,710,2710,10101,2,36,.
cm002710v5,.,.,633,13,7,2,710,2710,10101,2,130,.
cm002710v5,.,.,634,0,0,2,710,2710,10101,2,6,.
cm002710v5,.,.,1216,0,0,2,710,2710,10101,2,22,.
cm002710v5,.,.,1353,0,0,2,710,2710,10101,2,53,.
cm002710v5,.,.,1363,0,0,2,710,2710,10101,2,12,.
cm002710v5,.,.,2002,0,0,2,710,2710,10101,2,4,.
cm002710v5,.,.,2032,0,0,2,710,2710,10101,2,95,.
cm002710v5,.,.,2033,0,0,2,710,2710,10101,2,95,.
cm002710v5,.,.,2035,0,0,2,710,2710,10101,2,4,.
cm002710v5,.,.,2049,0,0,2,710,2710,10101,2,53,.
cm002710v5,.,.,2052,13,7,2,710,2710,10101,2,130,.
cm002710v5,.,.,2929,0,0,2,710,2710,10101,2,6,.
cm002710v5,.,.,2936,0,0,2,710,2710,10101,2,6,.
cm002710v5,.,.,2947,0,0,2,710,2710,10101,2,4,.
cm002710v5,.,.,2948,0,0,2,710,2710,10101,2,6,.
cm002710v5,.,.,3361,0,0,2,710,2710,10101,2,12,.
cm002710v5,.,.,4064,0,0,2,710,2710,10101,2,29,.
cm002710v5,.,.,4065,0,0,2,710,2710,10101,2,4,.
cm002710v5,.,.,4088,0,0,2,710,2710,10101,2,29,.
cm002710v5,.,.,4280,13,13,2,710,2710,10101,2,133,.
cm002710v5,.,.,4281,0,0,2,710,2710,10101,2,29,.
cm002710v5,.,.,4336,0,0,2,710,2710,10101,2,4,.
cm002713v5,.,.,2006,0,0,2,713,2713,103,1,6,.
cm002731v5,54246,316579,51,23232,100638,2,731,2731,104,2,203,151
cm002731v5,.,.,347,0,0,2,731,2731,104,2,53,.
cm002731v5,.,.,362,13,7,2,731,2731,104,2,130,.
cm002731v5,.,.,1379,175,88,2,731,2731,104,2,160,.
cm002731v5,.,.,1472,13,7,2,731,2731,104,2,130,.
cm002731v5,.,.,2187,13,7,2,731,2731,104,2,130,.
cm002731v5,.,.,2188,13,7,2,731,2731,104,2,130,.
cm002731v5,.,.,2189,13,7,2,731,2731,104,2,130,.
cm002731v5,.,.,2192,13,7,2,731,2731,104,2,130,.
cm002731v5,.,.,2193,13,7,2,731,2731,104,2,130,.
cm002731v5,.,.,2195,0,0,2,731,2731,104,2,53,.
cm002731v5,.,.,2196,0,0,2,731,2731,104,2,53,.
cm002731v5,.,.,2244,13,4,2,731,2731,104,2,128,.
cm002731v5,.,.,2916,0,0,2,731,2731,104,2,22,.
cm002731v5,.,.,2941,0,0,2,731,2731,104,2,53,.
cm002731v5,.,.,2960,0,0,2,731,2731,104,2,4,.
cm002731v5,.,.,2971,0,0,2,731,2731,104,2,4,.
cm002731v5,.,.,2979,0,0,2,731,2731,104,2,4,.
cm002731v5,.,.,4021,0,0,2,731,2731,104,2,29,.
cm002731v5,.,.,4022,0,0,2,731,2731,104,2,29,.
cm002731v5,.,.,4087,63,63,2,731,2731,104,2,152,.
cm002731v5,.,.,4125,0,0,2,731,2731,104,2,4,.
cm002731v5,.,.,4218,0,0,2,731,2731,104,2,2,.
cm002740v5,.,.,13,0,0,2,740,2740,105,1,2,.
cm002740v5,.,.,239,0,0,2,740,2740,105,1,95,.
cm002740v5,.,.,1488,0,0,2,740,2740,106,1,4,.
cm002740v5,.,.,1767,0,0,2,740,2740,107,1,4,.
cm002740v5,.,.,248,0,0,2,740,2740,108,2,4,.
cm002740v5,405400,1740000,258,52581,64399,2,740,2740,108,2,203,139
cm002740v5,.,.,339,0,0,2,740,2740,108,2,95,.
cm002740v5,.,.,1825,0,0,2,740,2740,108,2,6,.
cm002811v5,.,.,356,0,0,2,811,2811,109,1,95,.
cm002811v5,.,.,1213,0,0,2,811,2811,109,1,95,.
cm002811v5,.,.,1216,0,0,2,811,2811,109,1,53,.
cm002811v5,.,.,1217,0,0,2,811,2811,109,1,95,.
cm002811v5,.,.,1806,0,0,2,811,2811,109,1,95,.
cm002816v5,58153,700000,611,57987,126359,2,816,2816,110,2,203,163
cm002816v5,.,.,1363,0,0,2,816,2816,110,2,53,.
cm002816v5,.,.,3361,0,0,2,816,2816,110,2,4,.
cm020041v5,.,.,1002,0,0,20,41,20041,111,1,53,.
cm020041v5,.,.,4016,0,0,20,41,20041,112,1,53,.
cm020092v5,.,.,1733,0,0,20,92,20092,113,1,6,.
cm020220v5,.,.,2737,0,0,20,220,20220,115,1,2,.
cm020220v5,.,.,2773,0,0,20,220,20220,115,1,6,.
cm020230v5,.,.,4031,0,0,20,230,20230,117,1,53,.
cm020255v5,41992,3500000,258,10955,13418,20,255,20255,118,1,198,139
cm020345v5,.,.,4137,775,48,20,345,20345,121,2,172,.
cm020345v5,.,.,4186,0,0,20,345,20345,121,2,12,.
cm020345v5,.,.,4295,0,0,20,345,20345,121,2,6,.
cm020345v5,.,.,4343,0,0,20,345,20345,121,2,4,.
cm020355v5,41992,9000,258,28,35,20,355,20355,122,1,144,139
cm020365v5,.,.,2606,0,0,20,365,20365,124,1,95,.
cm020365v5,.,.,2226,0,0,20,365,20365,126,1,4,.
cm020365v5,.,.,4197,0,0,20,365,20365,127,1,29,.
cm020365v5,.,.,4342,0,0,20,365,20365,127,1,4,.
cm020645v5,0,25000,3957,0,0,20,645,20645,129,1,100,211
cm020700v5,.,.,4283,1000,91,20,700,20700,131,1,174,.
cm020710v5,309,422612,51,177,765,20,710,20710,132,1,173,151
cm020731v5,309,316579,51,132,573,20,731,20731,133,1,170,151
cm020731v5,.,.,4022,0,0,20,731,20731,134,1,29,.
cm020740v5,41992,1740000,258,5446,6671,20,740,20740,135,1,194,139
cm040042v5,.,.,1114,0,0,40,42,40042,137,1,12,.
cm040051v5,.,.,3058,0,0,40,51,40051,138,1,6,.
cm040053v5,.,.,3058,0,0,40,53,40053,139,1,6,.
cm040054v5,.,.,3058,0,0,40,54,40054,140,1,6,.
cm040056v5,.,.,3058,0,0,40,56,40056,141,1,6,.
cm040057v5,.,.,3058,0,0,40,57,40057,142,1,6,.
cm040058v5,.,.,3058,0,0,40,58,40058,143,1,6,.
cm040101v5,.,.,1115,0,0,40,101,40101,144,1,95,.
cm040101v5,.,.,2940,0,0,40,101,40101,144,1,6,.
cm040220v5,.,.,2150,0,0,40,220,40220,145,1,95,.
cm040255v5,.,.,632,0,0,40,255,40255,146,1,6,.
cm040255v5,.,.,3519,0,0,40,255,40255,147,1,6,.
cm040255v5,.,.,3879,0,0,40,255,40255,147,1,6,.
