CMFILE,DEATHSA,DEATHSB,DISPUTE,FATALAPC,FATALBPC,RIVALA,RIVALB,RIVALRY,RIVNUMB,RIVTYP2,SEVERITY,WARNUMB
cm816840v5,.,.,4329,0,0,816,840,816840,1362,1,4,.
cm816840v5,.,.,4330,0,0,816,840,816840,1362,1,6,.
cm816850v5,.,.,3610,0,0,816,850,816850,1363,1,29,.
cm816900v5,700000,494,611,1073,493,816,900,816900,1364,1,178,163
cm816920v5,.,.,611,0,0,816,920,816920,1365,1,100,.
cm817840v5,.,.,3217,0,0,817,840,817840,1366,1,4,.
cm820830v5,.,.,3573,0,0,820,830,820830,1367,1,6,.
cm820840v5,.,.,1072,0,0,820,840,820840,1368,2,29,.
cm820840v5,.,.,2746,0,0,820,840,820840,1368,2,6,.
cm820840v5,.,.,3022,0,0,820,840,820840,1368,2,29,.
cm820840v5,.,.,3117,0,0,820,840,820840,1368,2,4,.
cm820840v5,.,.,3621,0,0,820,840,820840,1368,2,6,.
cm820850v5,.,.,1070,175,84,820,850,820850,1369,2,160,.
cm820850v5,.,.,2904,0,0,820,850,820850,1369,2,6,.
cm820850v5,.,.,2913,0,0,820,850,820850,1369,2,6,.
cm840986v5,.,.,4243,0,0,840,986,840986,1370,1,6,.
cm850900v5,.,.,1070,0,1,850,900,850900,1371,1,95,.
cm850900v5,.,.,4264,0,0,850,900,850900,1372,1,4,.
cm850910v5,.,.,2745,0,0,850,910,850910,1373,2,6,.
cm850910v5,.,.,3050,0,0,850,910,850910,1373,2,53,.
cm850910v5,.,.,3083,0,0,850,910,850910,1373,2,6,.
cm850910v5,.,.,3961,0,0,850,910,850910,1373,2,6,.
cm850920v5,.,.,4265,0,0,850,920,850920,1374,1,95,.
cm910940v5,.,.,4075,0,0,910,940,910940,1375,1,95,.
cm910940v5,.,.,4076,0,0,910,940,910940,1375,1,95,.
